planned_duration_days,elapsed_days,progress_variance_pct,material_availability_pct,material_delay_days,labor_count,previous_delay_count,budget_variance_pct,deadline_days_remaining,task_completion_rate_pct,delay
100,88,-21,87,3,19,8,29,33,60,1
135,96,4,94,0,30,1,1,60,69,0
43,24,-5,87,1,12,2,12,32,62,1
272,207,-16,96,2,40,5,19,145,60,0
110,76,-3,99,2,18,2,8,33,82,0
113,39,-3,91,0,29,5,7,101,19,0
80,22,-1,98,1,14,0,5,45,25,0
222,59,9,98,0,67,0,-10,180,35,0
138,95,-13,96,1,14,6,7,95,60,0
88,49,-8,83,2,19,2,9,45,48,0
57,31,-11,86,3,12,4,13,34,44,0
62,21,-4,93,2,17,2,8,56,19,0
159,73,-12,85,0,19,1,9,74,45,0
74,19,-12,90,3,26,1,19,63,24,1
261,183,-1,97,0,67,4,10,82,72,0
258,92,12,95,0,46,0,-8,113,58,0
120,46,-2,83,2,27,2,4,74,22,0
86,20,-6,95,2,18,3,3,74,24,0
142,83,-10,99,1,17,3,21,68,47,0
73,20,-10,92,2,16,0,6,55,20,0
60,28,-7,89,1,16,2,4,38,32,0
109,67,-9,94,2,24,4,17,52,58,1
290,111,5,93,0,64,1,3,151,42,0
100,49,15,97,1,36,1,-10,66,67,0
365,280,-2,92,1,33,2,2,104,69,0
75,25,6,96,0,20,3,0,64,37,0
290,95,4,98,2,42,1,3,180,45,0
237,88,-6,97,1,56,4,7,164,25,0
112,87,-12,100,1,26,2,6,40,65,0
183,155,-18,74,3,31,8,30,12,43,1
86,66,5,94,0,19,1,-2,20,86,0
113,75,2,92,1,21,5,-1,65,67,0
188,94,-9,91,1,47,1,15,88,54,0
73,54,7,98,1,17,0,-8,20,93,0
195,166,2,93,0,37,4,-2,65,80,1
58,13,-11,88,2,11,0,9,64,10,0
84,31,-3,86,1,26,0,8,50,27,0
138,124,-39,82,10,17,8,30,1,45,1
133,79,-18,86,2,24,3,14,44,53,0
114,15,-5,98,1,45,2,8,104,16,0
120,55,-6,99,0,23,2,7,96,41,1
82,70,-28,84,7,19,8,30,23,66,1
126,89,5,86,0,25,3,-5,37,73,1
110,82,1,99,2,34,2,3,22,84,0
75,56,-4,88,2,27,4,8,27,65,0
185,52,13,99,0,76,0,-4,130,50,0
141,63,-12,98,0,23,3,0,97,32,0
145,101,-2,90,0,52,3,4,79,64,0
168,57,9,93,0,22,0,-5,123,36,0
59,33,8,96,2,15,0,-6,24,63,0
95,62,-17,99,1,24,3,3,29,58,0
30,22,7,98,0,15,1,1,11,84,0
275,170,3,93,2,89,2,1,180,79,0
52,23,-4,75,4,23,1,8,25,37,1
194,77,-22,93,0,19,7,21,124,22,1
105,60,4,98,0,31,0,4,51,53,0
107,57,-8,88,2,18,3,5,82,34,0
205,65,-7,65,6,47,5,18,110,23,1
98,48,-2,99,0,51,8,17,84,51,0
135,59,-8,96,1,16,1,16,79,39,1
136,83,-10,87,8,24,7,10,63,42,0
150,81,2,99,1,25,1,3,64,55,0
249,152,-33,88,6,35,8,30,136,34,1
112,91,-4,87,4,41,8,25,68,84,0
76,38,4,98,0,28,0,-6,38,41,0
81,68,-19,63,5,26,6,10,23,79,1
177,99,-19,93,1,24,5,22,109,38,1
55,18,-6,98,1,8,1,-5,36,34,0
179,76,-26,59,12,21,8,20,136,26,1
158,132,-8,99,0,25,4,2,23,78,0
365,50,5,95,1,45,1,3,180,1,0
183,37,4,97,0,52,2,6,169,17,0
61,27,-16,98,0,12,1,4,42,19,0
40,24,16,93,0,21,1,-10,19,80,0
135,56,-2,93,0,40,2,7,84,42,0
126,29,1,85,3,24,1,-5,123,32,0
101,24,-14,94,3,22,2,16,73,15,0
231,105,-14,98,3,56,7,26,78,31,1
203,139,0,97,0,53,0,-4,37,72,0
153,60,-7,92,0,24,3,6,93,32,0
94,27,0,96,0,28,4,9,82,39,0
97,61,-23,93,2,18,8,26,33,46,1
210,125,-14,92,3,33,7,19,89,48,0
107,59,-14,95,0,14,4,8,77,44,1
79,40,-4,97,0,24,1,3,60,41,0
90,67,-10,78,1,16,2,15,42,72,0
176,103,16,97,0,53,0,-10,73,69,0
235,174,-21,94,1,40,7,16,61,60,1
365,261,2,98,0,81,4,4,153,61,0
53,44,5,80,1,16,4,7,21,100,0
152,116,6,86,3,43,2,2,3,96,0
75,47,8,95,2,24,1,-3,33,73,0
210,125,-8,75,3,47,2,7,113,48,0
60,33,-5,98,5,11,3,9,30,53,1
138,73,-9,98,0,38,2,9,58,41,0
66,22,-29,85,0,13,6,16,73,0,1
149,86,15,95,0,47,1,-10,38,69,0
259,98,19,94,0,65,1,-10,161,51,0
120,71,-15,94,4,29,5,5,80,34,0
52,28,-17,85,3,10,3,6,24,39,1
156,125,8,100,0,25,0,-10,38,86,0
131,47,17,96,1,38,3,-2,100,55,0
209,28,9,91,0,73,3,-6,180,22,0
133,42,-11,95,1,30,6,15,136,10,1
119,46,8,91,0,26,2,2,82,33,0
183,131,7,99,0,37,0,0,65,90,0
113,57,4,98,0,37,1,3,56,61,0
92,29,-23,88,2,22,8,19,76,8,1
35,14,-15,82,4,13,1,17,21,29,1
50,44,-5,79,2,16,2,7,12,81,0
133,53,10,97,1,36,1,-10,77,49,0
186,162,-5,91,1,26,0,2,21,84,0
68,64,-1,89,3,24,3,14,10,86,0
73,55,-8,87,0,19,1,10,16,67,0
335,238,-14,89,3,60,6,17,109,62,1
186,114,-14,88,1,31,3,15,98,55,0
105,96,-1,92,0,34,1,7,20,85,0
206,83,-3,82,1,58,7,8,102,31,1
247,149,-6,90,0,47,4,8,154,62,0
89,63,6,92,0,40,2,0,35,58,0
53,25,2,100,2,36,4,7,34,40,0
163,102,-16,93,0,14,1,5,80,57,0
95,28,-13,95,0,39,5,17,66,20,1
365,161,20,98,0,100,0,-10,180,69,0
365,247,2,87,3,65,2,6,145,65,0
206,101,-10,84,2,76,5,17,169,53,0
73,40,-12,87,2,20,3,18,45,38,1
93,7,-13,87,1,18,3,6,97,6,1
103,89,-11,81,6,27,8,24,48,58,1
100,59,5,93,2,32,4,-2,45,52,0
154,116,-7,84,3,27,0,10,63,72,0
168,123,-2,92,0,35,1,2,29,76,0
200,83,-11,95,2,34,2,14,126,28,0
95,55,-3,94,0,38,1,12,28,48,0
86,48,-11,94,0,14,5,14,39,61,1
71,12,-7,92,0,16,2,-1,87,10,0
65,9,7,96,0,27,2,8,56,32,0
79,20,-7,96,1,22,8,13,74,5,0
34,18,-17,86,6,11,8,16,16,42,1
106,81,-5,99,0,32,4,13,12,69,0
82,51,3,97,0,20,2,-5,35,58,0
94,67,0,94,0,22,0,-2,38,77,0
233,170,-12,99,1,41,4,25,63,74,0
271,146,19,99,0,82,1,-10,175,84,0
110,18,-2,100,2,22,0,2,110,16,0
160,122,-12,95,1,28,7,25,32,64,1
108,46,2,95,1,55,4,4,71,42,0
116,47,-23,59,7,16,3,19,94,10,1
66,57,-5,94,2,16,1,12,21,91,0
88,61,6,97,1,26,2,10,39,82,0
73,22,-11,82,2,24,2,15,36,17,0
55,10,-2,92,1,20,2,14,52,20,1
91,7,-22,96,1,12,7,23,102,0,1
117,70,-3,95,0,29,1,4,62,64,0
133,63,-4,71,5,31,1,8,89,39,0
264,167,1,91,0,45,1,-3,68,68,0
60,14,-6,99,1,20,2,7,54,20,1
94,80,6,94,1,59,2,7,39,93,0
55,13,-19,77,0,13,2,22,42,3,1
44,12,-5,87,1,16,3,19,41,29,0
86,11,-12,90,2,27,1,6,83,0,1
89,33,-2,90,2,10,1,6,56,28,1
365,222,-6,98,0,80,3,11,65,52,1
102,74,-10,97,3,19,1,13,38,54,0
109,42,16,99,1,31,1,-3,83,61,0
322,76,11,99,0,88,0,-6,180,51,0
96,69,-5,97,0,28,2,1,32,64,1
112,61,8,97,1,65,0,4,43,45,0
115,60,4,97,1,35,2,-3,50,67,0
59,43,-23,84,5,18,8,29,28,40,1
33,23,9,98,0,11,0,-7,18,86,0
77,25,-13,93,3,18,4,9,66,16,1
87,80,-20,93,4,20,8,14,26,88,0
52,21,-5,86,3,15,5,18,40,30,0
77,29,3,99,1,34,0,9,33,40,1
302,263,-13,84,1,44,3,15,28,72,0
264,123,-11,97,0,34,0,10,165,39,0
193,103,-20,88,0,34,7,17,120,28,1
65,36,-13,95,2,15,4,13,54,36,0
285,171,-20,86,1,51,2,17,137,47,1
165,108,8,93,0,22,0,2,50,66,0
113,90,-8,95,0,38,2,12,22,72,0
68,30,-9,94,1,18,2,-6,38,34,1
60,32,1,99,0,17,2,10,36,55,0
86,63,-5,93,2,23,5,8,28,63,1
178,153,14,96,0,49,3,-10,56,100,0
107,68,5,94,2,30,2,4,32,54,0
119,13,2,98,0,52,1,9,119,6,0
76,56,-8,97,1,22,5,16,17,73,1
164,87,-26,80,5,17,7,28,92,17,0
118,55,3,98,1,33,1,-5,86,38,0
168,98,-5,94,4,26,1,12,95,53,0
146,140,-16,93,2,18,4,16,3,85,1
57,32,0,81,2,26,1,-1,28,62,0
99,54,1,97,1,62,4,2,62,52,1
54,45,-8,87,1,9,3,8,12,72,1
365,118,-8,96,1,87,1,6,156,30,0
164,74,-14,84,0,33,2,13,119,12,1
57,43,-1,88,2,28,1,9,12,70,0
50,12,14,93,0,14,1,-10,38,33,0
100,53,-19,83,8,26,7,27,59,16,1
224,184,8,99,3,77,3,7,78,100,0
100,78,13,96,0,50,1,-6,5,85,0
168,94,-7,79,6,63,3,23,80,48,1
124,92,-18,71,5,23,4,18,28,54,1
75,29,6,99,0,18,2,2,55,48,0
141,113,-22,90,2,17,4,12,28,56,0
161,87,-22,90,1,22,3,20,81,32,0
149,12,-5,66,2,35,2,5,107,0,0
186,65,-18,68,7,37,7,24,121,18,1
178,60,2,93,0,59,1,5,118,36,0
60,50,5,91,1,25,1,-1,32,85,0
75,34,-10,93,3,23,1,1,48,33,1
130,42,-5,92,2,41,3,6,120,28,0
147,117,-27,52,11,18,5,22,45,50,1
165,134,-9,91,2,19,2,6,10,78,0
56,16,-3,87,2,17,0,-1,37,24,0
121,80,-10,86,4,28,5,11,49,64,0
50,35,1,91,0,17,2,-6,15,73,0
132,84,-20,92,3,13,7,25,59,41,1
153,105,-25,89,4,26,8,30,71,57,1
166,27,-17,66,1,37,4,13,180,0,0
96,56,-10,94,3,32,1,4,35,46,1
244,85,-12,93,2,44,8,21,180,22,1
73,49,-18,95,2,19,3,12,14,53,1
226,54,-8,90,1,50,3,9,166,29,0
75,47,-18,90,1,17,8,23,53,30,1
336,148,-7,96,1,78,2,24,130,39,0
136,72,-2,94,0,67,2,4,97,37,0
72,46,-19,81,0,13,6,11,35,35,1
84,30,-2,92,2,21,2,-2,67,34,0
69,6,-6,97,0,15,2,2,78,7,0
45,15,11,95,1,22,2,-1,35,42,0
112,48,-11,92,1,27,2,10,59,30,1
158,103,-15,94,1,20,7,6,39,43,1
75,61,9,90,2,27,2,-3,16,91,0
54,27,-3,89,2,17,3,5,41,37,1
146,83,-5,95,0,42,1,10,26,66,1
59,27,-19,87,3,29,3,10,33,30,1
355,61,-2,95,0,76,3,-1,180,25,0
288,132,-40,77,12,26,4,30,169,18,1
63,18,-5,94,1,21,3,19,72,32,1
134,81,9,98,0,49,2,3,77,70,0
102,53,2,99,1,19,1,-2,38,66,0
100,70,4,100,1,27,1,-8,39,82,0
58,44,5,92,1,17,2,1,11,75,0
184,110,2,89,1,45,1,-1,28,66,0
68,8,-5,87,2,23,1,2,67,0,0
82,35,-12,95,1,19,1,7,49,34,0
30,23,-21,83,3,13,4,13,16,60,1
346,179,12,97,0,100,1,-6,180,60,0
129,97,1,81,1,21,1,-1,31,79,0
83,19,-37,53,20,12,8,30,69,0,1
103,46,-10,96,0,13,7,11,69,38,0
136,16,8,92,0,37,1,5,114,20,0
300,231,7,96,1,57,1,-2,88,91,0
39,23,5,96,0,17,1,9,25,71,1
106,67,7,93,1,27,0,0,16,71,0
129,83,8,97,1,33,0,3,22,75,0
224,59,-10,94,2,43,1,10,174,14,0
97,78,6,97,2,43,0,-10,16,75,0
133,63,-16,93,1,31,2,19,71,24,0
208,77,4,92,1,57,5,3,180,32,0
122,65,-18,99,3,19,8,25,62,46,1
179,133,-29,60,8,32,8,20,69,33,1
365,262,-23,89,2,37,2,28,70,37,1
176,127,-14,92,4,41,4,20,79,71,1
105,72,-6,93,2,21,4,16,40,68,1
40,27,-1,98,1,22,3,3,25,57,0
177,103,-20,78,1,44,6,20,91,28,0
170,49,-2,82,4,39,0,6,148,34,0
198,66,-4,90,1,42,0,8,164,29,0
129,80,-3,97,1,29,4,15,69,58,0
117,88,-7,95,0,42,4,7,46,68,0
56,43,10,93,0,23,2,-4,13,100,0
63,38,9,97,0,24,2,-3,39,71,0
79,28,-10,98,2,16,6,19,52,17,1
80,63,-18,93,4,17,7,30,34,64,1
97,39,18,99,1,63,1,-3,66,51,0
247,84,-3,97,0,33,1,8,180,34,0
167,130,-8,89,0,28,2,8,58,71,0
54,28,-7,78,4,9,4,11,22,55,1
365,82,-3,92,0,52,2,5,180,20,0
42,23,-14,86,1,17,5,11,27,46,1
56,39,8,92,2,22,4,-3,3,78,0
45,21,6,91,0,14,1,2,21,49,0
64,20,-10,85,3,15,1,3,44,35,0
93,44,-10,93,2,22,4,15,70,35,0
197,39,-13,81,4,39,3,10,180,0,0
72,57,13,88,0,18,0,-10,24,94,0
244,155,-10,93,2,35,5,21,140,60,0
275,189,-14,96,0,39,4,12,137,50,0
101,26,-15,94,1,21,0,12,77,16,0
239,161,-17,90,1,32,7,21,78,44,1
129,118,-1,97,3,43,3,-2,1,93,0
77,41,-12,89,0,19,3,15,36,40,0
112,27,0,98,3,24,1,4,94,24,1
168,107,-6,91,1,23,1,1,23,69,0
158,126,-7,85,0,57,2,5,36,76,0
95,64,5,93,1,25,2,-3,38,74,0
169,77,-26,74,7,33,3,23,122,16,1
74,48,0,94,1,36,2,4,38,73,0
146,69,-27,83,9,25,8,16,83,15,1
196,59,5,98,0,71,0,1,88,32,0
86,66,0,91,0,25,0,4,37,76,0
103,50,-8,94,1,23,6,21,67,36,0
73,21,6,84,0,26,2,-10,60,41,0
61,16,-18,64,9,12,8,27,73,17,1
100,33,-2,99,1,34,0,2,48,27,0
30,13,-9,88,1,13,2,0,17,39,0
140,112,9,99,2,33,0,4,27,82,0
66,12,-4,99,1,16,1,3,54,16,1
133,98,-21,95,0,23,6,23,45,47,1
90,34,-4,98,0,32,2,6,56,18,0
66,33,-12,96,1,17,4,10,52,34,0
122,79,-18,97,1,25,2,9,28,51,1
242,201,-13,86,1,55,4,15,29,75,0
57,38,-9,94,0,12,2,10,17,56,1
311,112,-20,91,4,52,8,19,180,13,1
184,65,-13,88,3,48,4,15,124,20,1
97,67,-6,78,0,10,1,5,24,64,0
59,40,13,96,1,12,1,2,42,90,0
112,74,-9,94,2,37,2,5,50,49,0
84,73,-1,96,0,27,1,5,29,93,0
105,56,-6,82,3,32,5,11,51,56,0
49,25,-12,87,2,14,8,23,35,52,1
365,320,-17,94,1,64,8,17,123,74,0
270,252,-8,98,0,34,1,1,14,85,0
154,28,11,91,0,63,0,-9,90,45,0
108,67,-9,98,1,35,1,8,53,50,0
118,38,1,84,3,25,1,3,79,13,0
70,32,1,95,1,36,3,8,31,46,0
126,89,-17,97,1,16,3,6,15,49,0
51,23,-21,90,1,11,3,15,22,27,1
193,96,-3,78,1,42,1,6,123,48,0
103,37,-3,100,0,25,2,0,42,30,0
33,19,-7,90,0,10,1,9,13,39,0
155,59,-10,93,3,37,3,15,96,38,0
77,62,-12,95,3,21,1,8,42,61,0
105,40,-14,95,1,14,5,23,80,17,1
94,60,-12,62,7,16,3,10,60,56,0
106,54,-15,96,1,27,3,21,52,28,0
41,30,-3,88,0,14,3,5,24,69,0
151,97,-24,40,20,18,6,30,70,30,1
69,53,-4,92,2,7,5,2,26,68,0
365,224,4,64,8,100,2,10,180,51,0
263,74,-6,82,1,48,1,1,173,16,0
173,103,-12,94,2,36,3,12,84,45,0
125,46,-6,92,1,33,2,11,77,29,0
112,24,-17,98,1,14,5,19,79,0,1
267,148,-5,94,0,66,1,4,88,54,0
319,237,3,95,1,86,1,-4,112,69,0
102,60,-8,87,1,33,1,3,64,28,0
119,57,-23,71,6,22,8,25,74,18,1
78,16,-16,83,3,21,5,13,79,0,1
98,53,4,99,0,19,0,-8,58,50,0
365,88,-10,94,1,80,3,16,180,23,0
63,44,-16,91,2,12,4,9,26,46,1
196,180,11,96,0,53,6,1,81,96,0
53,14,-11,74,5,21,1,6,45,10,1
142,101,-21,54,13,36,6,30,69,59,0
111,47,4,96,0,29,0,-5,51,40,0
117,61,-8,88,2,31,2,10,78,52,0
82,62,-3,89,3,26,2,1,20,66,0
86,16,7,98,0,29,2,-5,72,9,0
82,61,9,94,2,25,4,7,35,95,0
115,50,0,97,1,27,2,3,84,65,0
118,67,-22,84,6,17,2,18,46,35,1
159,46,-20,89,4,22,6,17,148,11,0
99,61,-15,93,3,11,8,26,50,50,1
47,8,-3,87,2,14,2,11,55,5,0
98,66,-13,81,4,23,2,11,32,58,1
104,59,0,94,1,15,0,-3,21,53,0
56,27,7,95,0,30,1,4,21,48,0
138,98,-11,94,0,30,3,11,55,59,0
95,57,-17,90,3,19,3,7,48,42,0
113,65,-14,98,1,26,6,10,52,39,1
94,56,-5,99,0,22,2,6,38,56,1
68,23,-5,99,0,30,3,18,62,27,0
202,125,-5,90,3,42,4,9,116,56,0
365,142,-6,82,4,90,4,8,180,37,0
215,63,8,94,0,56,2,7,152,41,0
46,24,-8,95,2,12,1,0,26,34,0
59,40,-7,97,1,23,3,13,19,50,0
43,15,-6,97,2,9,4,9,38,32,0
83,74,-8,86,2,29,3,8,30,74,0
61,57,-2,95,1,22,5,3,7,100,0
142,40,-23,81,2,17,6,17,143,6,1
51,17,0,99,0,19,2,16,43,13,0
131,48,-23,56,10,35,5,16,83,7,1
119,63,-9,94,2,18,1,8,55,37,1
122,46,-7,92,0,30,1,5,96,27,0
133,99,-12,91,2,19,3,17,20,64,0
145,25,-10,83,4,16,5,11,153,5,0
169,147,-12,81,0,28,2,11,22,74,0
158,138,-24,81,2,34,8,27,20,60,1
95,59,1,97,1,17,2,12,62,62,0
84,57,-3,86,2,24,0,-1,30,72,0
112,79,-3,92,1,30,1,1,18,71,0
179,121,-3,95,2,37,2,7,94,67,0
159,38,15,96,0,38,1,-1,137,44,0
95,64,-14,90,1,14,7,12,34,56,1
138,127,9,85,0,35,1,-3,11,88,0
53,27,-24,78,10,14,8,17,46,26,1
105,79,2,95,1,30,3,-2,28,90,0
81,39,-2,84,1,39,0,3,42,43,0
36,24,-2,91,0,16,1,-8,14,65,0
59,38,3,95,0,21,1,8,26,62,0
70,18,-6,94,2,30,0,2,52,12,0
146,86,-2,68,2,25,1,3,61,59,0
237,214,13,97,0,63,4,-10,45,100,0
238,138,-7,94,1,65,7,15,75,44,0
79,40,8,92,2,16,0,-4,41,70,0
57,42,8,98,0,20,0,-4,18,83,0
159,144,20,96,0,51,1,2,21,100,0
161,120,-33,88,3,14,7,29,72,39,1
117,40,-3,95,0,18,3,6,70,26,0
45,20,20,96,0,25,1,-8,27,65,0
130,87,-7,97,2,34,1,13,21,60,0
128,109,0,86,0,48,5,15,37,79,0
48,27,0,82,1,42,0,-6,21,42,0
260,191,15,95,0,38,0,-10,30,92,0
116,89,-8,87,0,41,2,3,51,62,1
45,18,0,96,0,22,2,-2,28,35,0
201,94,17,99,0,54,3,-8,111,60,0
75,63,4,86,2,22,4,-3,13,82,0
163,118,13,95,0,21,0,-1,29,91,0
93,53,-23,87,8,24,3,27,57,36,1
172,122,-13,67,3,20,6,6,114,45,1
202,129,13,94,0,70,0,-10,87,66,0
58,40,-8,76,4,10,1,10,8,57,1
65,52,-9,95,0,22,2,3,13,78,0
57,28,15,92,2,30,0,-8,28,75,0
132,107,5,94,0,57,0,-10,21,81,0
149,104,-17,81,4,15,6,16,44,64,1
100,79,16,97,0,44,0,-9,21,88,0
30,20,-13,91,3,11,4,14,18,56,1
111,46,16,95,0,24,0,0,71,59,0
247,49,-1,89,2,48,3,8,180,15,0
109,50,14,94,0,30,2,-10,78,56,0
135,50,-2,91,0,41,1,2,62,44,0
67,38,17,97,1,19,0,-10,36,81,0
87,33,-12,93,3,12,5,9,63,23,1
96,65,2,95,1,20,2,1,19,72,0
58,16,-15,96,1,15,4,10,57,0,1
37,28,-11,84,3,12,5,17,18,58,0
184,23,4,91,0,35,1,6,139,18,0
95,63,14,96,0,32,1,-10,32,75,0
136,65,-2,98,3,16,2,8,74,51,0
76,38,0,98,1,22,1,7,59,49,0
106,44,-25,63,13,20,6,23,70,11,1
132,82,-1,94,0,33,1,2,20,61,0
77,42,-18,96,0,15,2,16,53,39,1
104,79,-8,84,2,27,2,11,43,65,0
91,23,-10,95,1,23,7,18,80,10,1
108,36,-14,97,2,15,4,17,77,6,1
70,20,-4,89,2,17,2,3,56,28,0
247,51,-12,96,2,32,5,5,180,17,1
57,25,-8,95,1,10,1,7,32,25,0
132,85,2,91,0,47,1,3,28,60,0
69,46,4,88,4,27,0,9,32,75,0
73,6,-13,78,2,18,3,17,91,0,1
84,36,-11,85,3,19,2,3,51,25,1
81,16,4,99,1,30,2,8,66,32,0
55,18,-1,76,0,24,0,3,47,48,0
47,36,2,97,1,29,1,0,1,88,0
76,66,3,94,0,27,2,0,10,91,0
65,46,-6,87,2,11,5,9,29,74,1
237,87,12,97,0,63,0,-7,101,56,0
122,99,-20,78,6,17,8,26,23,62,1
95,65,5,98,1,30,2,1,43,80,0
136,35,10,90,1,31,3,-5,121,34,0
168,105,11,96,0,55,0,-5,84,76,0
67,61,-5,90,0,26,2,0,5,92,0
56,27,-13,85,2,11,3,19,40,37,1
131,87,3,87,1,37,2,3,41,73,0
96,24,-37,57,20,24,8,30,78,0,1
36,17,1,79,1,14,1,-6,24,49,0
198,179,18,92,0,30,3,-7,50,100,0
53,12,10,89,1,30,0,-5,56,32,0
147,106,-10,92,1,32,3,11,54,87,0
80,25,-9,90,1,25,7,17,67,20,1
168,108,-11,95,0,34,4,19,100,62,1
97,24,-1,94,1,33,0,-2,99,26,1
132,108,-21,65,11,13,8,23,24,66,1
175,98,2,96,0,50,1,-5,97,48,0
197,113,12,97,1,35,0,-8,79,54,0
73,24,3,88,3,23,7,6,45,40,1
125,64,-3,97,1,22,2,9,49,64,0
125,52,-10,95,1,28,4,7,48,31,0
150,92,3,92,0,36,1,5,44,74,0
192,107,-6,91,0,53,7,13,111,52,0
126,110,-3,81,1,26,3,1,49,76,0
72,11,-14,95,2,15,4,10,75,4,1
129,98,0,90,0,39,2,-1,7,82,0
100,59,8,95,0,23,3,-5,33,62,0
139,60,-4,98,2,32,1,6,82,41,0
126,55,-1,89,3,36,2,19,86,43,0
156,130,-5,89,3,41,6,11,36,75,1
84,63,-6,90,0,26,2,5,6,77,0
241,79,3,84,1,54,2,7,162,25,0
147,107,-17,92,2,42,5,18,27,61,1
119,94,-10,97,2,16,1,16,13,69,1
80,39,0,98,0,30,2,6,55,52,0
182,152,2,95,1,30,0,-1,1,82,0
30,13,-13,94,1,12,5,13,31,32,1
144,106,-13,93,2,40,4,17,65,64,1
63,51,-20,93,3,13,8,30,19,67,1
98,42,-5,86,1,31,1,6,56,33,0
134,87,10,98,0,33,3,-6,72,70,0
127,80,-22,76,3,16,6,30,54,42,1
330,134,-15,72,7,52,6,20,180,36,0
127,97,-13,91,2,20,4,13,53,71,1
126,106,-8,92,2,20,4,3,20,81,1
77,32,-13,89,5,19,7,14,70,19,1
53,49,7,97,0,31,1,-10,3,90,0
109,65,4,92,1,24,1,0,58,50,0
61,25,14,94,0,21,1,-5,37,67,0
54,14,-14,82,2,17,0,-1,56,14,0
365,301,-9,97,1,64,4,5,25,80,1
174,69,-30,79,7,28,8,30,135,6,1
155,143,10,98,0,64,0,-9,1,100,0
165,121,1,98,1,34,2,-1,44,79,0
132,27,1,94,1,30,2,4,121,36,0
40,29,2,85,2,16,0,-8,2,79,0
49,26,-2,93,0,13,1,5,23,47,1
163,140,-3,74,4,63,2,-2,38,82,1
72,58,4,86,0,26,1,-4,29,100,0
198,138,-8,81,1,56,6,18,81,72,0
115,40,-12,72,6,35,4,30,104,19,1
140,126,1,95,0,27,1,0,9,88,0
153,87,-21,96,1,22,8,27,99,31,1
105,33,15,98,0,26,1,-10,75,48,0
226,128,-1,97,0,44,1,-4,106,57,0
99,63,3,96,2,42,1,-7,53,63,0
235,107,-4,99,1,44,2,8,128,31,0
57,38,2,90,1,19,0,7,21,64,0
110,56,4,97,0,38,2,-4,63,54,0
132,30,-6,83,2,38,2,4,138,8,0
136,84,-9,83,2,16,4,18,95,46,1
138,103,2,99,1,46,2,-4,35,71,1
125,48,4,100,1,57,0,5,89,44,0
112,12,-15,74,9,21,8,21,120,3,0
152,54,1,93,0,27,1,-1,124,21,0
106,64,-8,84,3,26,2,4,66,55,0
60,20,0,99,0,25,3,-7,40,38,0
84,26,-9,98,0,26,4,18,51,16,0
54,38,-15,79,2,14,4,13,25,41,0
99,38,-18,64,7,18,7,22,81,19,0
50,19,4,96,0,15,1,8,43,44,0
123,34,-17,76,9,17,7,17,89,19,1
84,39,7,94,0,11,0,-7,36,39,0
363,292,-9,91,1,49,0,7,118,77,0
188,147,-14,94,1,27,2,15,65,62,0
131,104,1,90,2,32,2,-2,27,81,0
88,66,4,98,0,12,2,-1,31,79,0
138,30,-8,99,3,24,2,12,131,15,1
66,11,-5,78,1,20,3,7,57,6,1
126,78,4,94,0,28,1,0,87,72,0
189,147,-18,76,7,32,8,30,39,52,1
96,37,0,100,0,42,1,3,57,34,0
55,37,-2,78,0,23,1,2,15,69,0
86,30,-12,81,2,20,4,21,69,33,1
97,40,13,98,1,49,0,-1,46,49,0
167,134,1,90,2,76,3,11,33,85,0
129,12,-14,88,4,18,5,20,136,0,0
201,132,10,94,1,45,2,-10,111,66,0
39,19,2,98,1,14,0,-2,18,59,0
331,117,20,97,1,71,0,-10,180,55,0
84,65,-6,95,0,23,5,16,25,68,0
52,15,-23,55,16,16,7,30,63,4,1
43,20,1,83,1,17,0,-3,22,32,1
229,148,-4,98,1,63,0,2,70,61,0
182,136,-2,100,0,49,2,4,46,73,0
58,39,3,92,2,18,1,0,19,62,0
178,65,-11,83,5,50,5,18,134,23,1
231,123,1,97,1,43,6,18,144,61,0
201,128,-16,87,3,62,5,10,146,47,0
168,32,-40,42,20,27,8,30,134,0,1
324,142,0,83,1,47,0,5,180,36,0
87,43,-3,90,0,26,1,14,52,36,1
109,75,-9,91,2,38,2,13,53,43,0
84,53,-19,85,3,12,4,17,31,49,1
175,95,-30,81,4,25,8,30,131,24,1
89,28,14,97,1,18,0,-10,61,45,0
277,256,-15,92,0,33,4,20,76,83,1
87,62,4,90,1,17,2,-4,25,78,0
196,118,-2,98,1,29,0,5,128,60,0
197,92,-32,76,10,18,8,30,93,16,1
62,29,6,98,0,24,1,-1,26,55,0
140,43,-10,81,2,25,1,11,104,18,0
66,53,-3,74,2,24,6,7,7,72,0
68,51,-1,92,0,24,1,0,21,62,0
73,65,-5,90,1,37,0,7,29,85,0
182,67,-11,80,4,34,4,9,123,41,0
89,75,-8,87,2,36,4,7,14,85,0
72,23,-6,92,1,14,5,6,57,17,0
139,50,2,93,1,24,1,5,105,51,0
281,162,-5,92,0,75,4,6,106,45,0
244,36,-20,87,3,30,4,17,180,3,1
289,43,6,95,2,40,4,6,180,14,0
86,48,12,97,0,35,4,-2,43,66,0
90,60,-6,98,2,19,0,6,37,51,0
37,24,2,86,1,22,3,5,19,65,0
166,94,-2,93,1,53,3,7,95,55,0
73,23,11,97,0,21,2,-3,54,36,0
153,92,-10,62,4,55,1,6,70,63,0
67,46,11,97,0,18,0,-4,29,76,0
